company_name,company_number,registered_office_address,postcode,phone,website,sic_codes,company_status,date_of_creation,director_names,director_roles,officer_count,crm_detected,crm_confidence,crm_evidence,blast_segment,wisecall_tier,corporate_group,corporate_group_name,area,source,notes,email,branch_id,profile_url,rightmove_company_id
Brian Thomas Estate Agents,,"412 Green Lane,, 
Ilford,, 
IG3 9JX",IG3 9JX,020 3835 6491,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Seven Kings,Rightmove Essex directory,branch_id:54989; profile:https://www.rightmove.co.uk/estate-agents/agent/Brian-Thomas-Estate-Agents/Seven-Kings-54989.html; sales:Yes; lettings:Yes; phones:020 3835 2582; 020 3835 6491,,54989,https://www.rightmove.co.uk/estate-agents/agent/Brian-Thomas-Estate-Agents/Seven-Kings-54989.html,21515
Bricks Estate Agents,,"186 Queens Road,, 
Buckhurst Hill,, 
IG9 5BD",IG9 5BD,020 3634 9998,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Buckhurst Hill,Rightmove Essex directory,branch_id:244235; profile:https://www.rightmove.co.uk/estate-agents/agent/Bricks-Estate-Agents/Buckhurst-Hill-244235.html; sales:Yes; lettings:Yes; phones:020 3634 9998,,244235,https://www.rightmove.co.uk/estate-agents/agent/Bricks-Estate-Agents/Buckhurst-Hill-244235.html,75215
Broadhill,,"2 Roding Lane South,, 
Ilford,, 
IG4 5NX",IG4 5NX,020 4572 1510,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Central and East London,Rightmove Essex directory,branch_id:82863; profile:https://www.rightmove.co.uk/estate-agents/agent/Broadhill/Central-and-East-London-82863.html; sales:Yes; lettings:Yes; phones:020 4538 4800; 020 4572 1510,,82863,https://www.rightmove.co.uk/estate-agents/agent/Broadhill/Central-and-East-London-82863.html,26763
Brookings,,"12 Brooke Estate,, 
Lyon Road,, 
Romford,, 
RM1 2AT",RM1 2AT,020 3834 8033,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Romford,Rightmove Essex directory,branch_id:181742; profile:https://www.rightmove.co.uk/estate-agents/agent/Brookings/Romford-181742.html; sales:Yes; lettings:Yes; phones:020 3834 8033; 020 3840 3543,,181742,https://www.rightmove.co.uk/estate-agents/agent/Brookings/Romford-181742.html,55925
Brown & Brand,,"221 London Road,, 
Hadleigh,, 
Benfleet,, 
SS7 2RD",SS7 2RD,01702 967317,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Commercial,Rightmove Essex directory,branch_id:53943; profile:https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Commercial-53943.html; sales:Yes; lettings:No; phones:01702 967317,,53943,https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Commercial-53943.html,1774
Brown & Brand,,"221 London Road,, 
Hadleigh,, 
Benfleet,, 
SS7 2RD",SS7 2RD,01702 967620,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Hadleigh,Rightmove Essex directory,branch_id:5650; profile:https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Hadleigh-5650.html; sales:Yes; lettings:No; phones:01702 967620,,5650,https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Hadleigh-5650.html,1774
Brown & Brand,,"221 London Road,, 
Hadleigh,, 
Benfleet,, 
SS7 2RD",SS7 2RD,01702 967296,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Hadleigh,Rightmove Essex directory,branch_id:237359; profile:https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Hadleigh-237359.html; sales:No; lettings:Yes; phones:01702 967296,,237359,https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Hadleigh-237359.html,1774
Bruff Cooper,,"115 Connaught Avenue,, 
Frinton-On-Sea,, 
CO13 9PS",CO13 9PS,01255 442187,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Frinton-on-Sea,Rightmove Essex directory,branch_id:218582; profile:https://www.rightmove.co.uk/estate-agents/agent/Bruff-Cooper/Frinton-on-Sea-218582.html; sales:Yes; lettings:Yes; phones:01255 442187; 01259 235969,,218582,https://www.rightmove.co.uk/estate-agents/agent/Bruff-Cooper/Frinton-on-Sea-218582.html,66410
Bungalow Homes,,"1G , 
Fourth Avenue, , 
Romford, , 
RM7 OUA",,020 7299 1833,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Mayfair,Rightmove Essex directory,branch_id:261284; profile:https://www.rightmove.co.uk/estate-agents/agent/Bungalow-Homes/Mayfair-261284.html; sales:Yes; lettings:No; phones:020 7299 1833,,261284,https://www.rightmove.co.uk/estate-agents/agent/Bungalow-Homes/Mayfair-261284.html,81143
Burnham Residential,,Burnham-On-Crouch,,01621 738314,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Covering Burnham-On-Crouch,Rightmove Essex directory,branch_id:212132; profile:https://www.rightmove.co.uk/estate-agents/agent/Burnham-Residential/Covering-Burnham-On-Crouch-212132.html; sales:Yes; lettings:No; phones:01621 738314,,212132,https://www.rightmove.co.uk/estate-agents/agent/Burnham-Residential/Covering-Burnham-On-Crouch-212132.html,64697
Butler & Stag,,"184,, 
Queens Road,, 
Buckhurst Hill,, 
IG9 5BD",IG9 5BD,020 8629 1212,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Buckhurst Hill & Chingford,Rightmove Essex directory,branch_id:251576; profile:https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag/Buckhurst-Hill-and-Chingford-251576.html; sales:Yes; lettings:Yes; phones:020 8629 1212; 020 8629 1598,,251576,https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag/Buckhurst-Hill-and-Chingford-251576.html,30205
Butler & Stag,,"4 Forest Drive,, 
Theydon Bois,, 
CM16 7EY",CM16 7EY,020 3897 2972,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Theydon Bois,Rightmove Essex directory,branch_id:174029; profile:https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag/Theydon-Bois-174029.html; sales:Yes; lettings:Yes; phones:020 3897 2972; 020 8103 0372,,174029,https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag/Theydon-Bois-174029.html,30205
Butler & Stag Commercial,,"Unit 6 Buckingham Court, Rectory Lane,, 
Loughton,, 
IG10 2QZ",IG10 2QZ,020 4572 6838,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London & Home Counties,Rightmove Essex directory,branch_id:292106; profile:https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag-Commercial/London-and-Home-Counties-292106.html; sales:Yes; lettings:Yes; phones:020 4572 6838; 020 4572 7828,,292106,https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag-Commercial/London-and-Home-Counties-292106.html,95426
"Butler & Stag, Land & New Homes",,"Unit 6, , 
Buckingham Court, Rectory Lane, , 
Loughton, , 
IG10 2QZ",IG10 2QZ,020 3909 6501,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London & Home Counties,Rightmove Essex directory,branch_id:235817; profile:https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag-Land-and-New-Homes/London-and-Home-Counties-235817.html; sales:Yes; lettings:Yes; phones:020 3909 6501; 020 3931 7022,,235817,https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag-Land-and-New-Homes/London-and-Home-Counties-235817.html,30205
CDC Property Management,,"595A Cranbrook Road,, 
Ilford,, 
IG2 6JZ",IG2 6JZ,020 4572 9748,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:301931; profile:https://www.rightmove.co.uk/estate-agents/agent/CDC-Property-Management/Ilford-301931.html; sales:Yes; lettings:Yes; phones:020 4572 9748; 020 4634 6957,,301931,https://www.rightmove.co.uk/estate-agents/agent/CDC-Property-Management/Ilford-301931.html,99821
CM Rent - Lettings,,"23 Duke Street,, 
Chelmsford,, 
CM1 1HS",CM1 1HS,01245 945783,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:63492; profile:https://www.rightmove.co.uk/estate-agents/agent/CM-Rent---Lettings/Chelmsford-63492.html; sales:No; lettings:Yes; phones:01245 945783,,63492,https://www.rightmove.co.uk/estate-agents/agent/CM-Rent---Lettings/Chelmsford-63492.html,1500
CM Rent - Lettings,,"40 Newland Street,, 
Witham,, 
CM8 2AR",CM8 2AR,01376 315802,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Witham,Rightmove Essex directory,branch_id:63495; profile:https://www.rightmove.co.uk/estate-agents/agent/CM-Rent---Lettings/Witham-63495.html; sales:No; lettings:Yes; phones:01376 315802,,63495,https://www.rightmove.co.uk/estate-agents/agent/CM-Rent---Lettings/Witham-63495.html,1500
CNR Assests Ltd,,"139 Ley Street,, 
Ilford,, 
IG1 4BH",IG1 4BH,020 3909 7820,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London,Rightmove Essex directory,branch_id:222737; profile:https://www.rightmove.co.uk/estate-agents/agent/CNR-Assests-Ltd/London-222737.html; sales:No; lettings:Yes; phones:020 3909 7820,,222737,https://www.rightmove.co.uk/estate-agents/agent/CNR-Assests-Ltd/London-222737.html,67652
CREATE Business Hub,,"Steeple House , 
Church Lane,, 
Chelmsford,, 
CM1 1NH",CM1 1NH,01277 674684,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:87330; profile:https://www.rightmove.co.uk/estate-agents/agent/CREATE-Business-Hub/Chelmsford-87330.html; sales:Yes; lettings:Yes; phones:01277 674039; 01277 674684,,87330,https://www.rightmove.co.uk/estate-agents/agent/CREATE-Business-Hub/Chelmsford-87330.html,28662
CWP Management Services LTD,,"27-43 Eastern Road,, 
Romford,, 
RM1 3NH",RM1 3NH,01702 967242,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Romford,Rightmove Essex directory,branch_id:300071; profile:https://www.rightmove.co.uk/estate-agents/agent/CWP-Management-Services-LTD/Romford-300071.html; sales:No; lettings:Yes; phones:01702 967242,,300071,https://www.rightmove.co.uk/estate-agents/agent/CWP-Management-Services-LTD/Romford-300071.html,99023
Caplen Estates,,"12 Queens Road,, 
Buckhurst Hill, Essex, , 
IG9 5BY,",IG9 5BY,020 7665 5580,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Buckhurst Hill,Rightmove Essex directory,branch_id:176741; profile:https://www.rightmove.co.uk/estate-agents/agent/Caplen-Estates/Buckhurst-Hill-176741.html; sales:Yes; lettings:Yes; phones:020 7665 5580; 020 7665 5581,,176741,https://www.rightmove.co.uk/estate-agents/agent/Caplen-Estates/Buckhurst-Hill-176741.html,33113
Carter & Willow,,"482 Gale Street,, 
Dagenham,, 
RM9 4NU",RM9 4NU,020 3897 8474,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Dagenham,Rightmove Essex directory,branch_id:59646; profile:https://www.rightmove.co.uk/estate-agents/agent/Carter-and-Willow/Dagenham-59646.html; sales:Yes; lettings:Yes; phones:020 3840 3516; 020 3897 8474,,59646,https://www.rightmove.co.uk/estate-agents/agent/Carter-and-Willow/Dagenham-59646.html,18921
Carter Remy,,"Cornwallis House Howard Chase,, 
Basildon,, 
SS14 3BB",SS14 3BB,01268 983029,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Basildon,Rightmove Essex directory,branch_id:243275; profile:https://www.rightmove.co.uk/estate-agents/agent/Carter-Remy/Basildon-243275.html; sales:Yes; lettings:Yes; phones:01268 261814; 01268 983029,,243275,https://www.rightmove.co.uk/estate-agents/agent/Carter-Remy/Basildon-243275.html,74840
Castle Estate Agents,,"91 Broadway West,, 
Leigh-On-Sea,, 
SS9 2BU",SS9 2BU,01702 967811,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Leigh-On-Sea,Rightmove Essex directory,branch_id:107405; profile:https://www.rightmove.co.uk/estate-agents/agent/Castle-Estate-Agents/Leigh-On-Sea-107405.html; sales:Yes; lettings:Yes; phones:01702 477754; 01702 967811,,107405,https://www.rightmove.co.uk/estate-agents/agent/Castle-Estate-Agents/Leigh-On-Sea-107405.html,40625
Castles Estate Agents,,"2-4 Highbridge Street,, 
Waltham Abbey,, 
EN9 1DG",EN9 1DG,01992 929896,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex & Hertfordshire,Rightmove Essex directory,branch_id:58489; profile:https://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Essex-and-Hertfordshire-58489.html; sales:Yes; lettings:No; phones:01992 929896; emails:wabbey@castles.london; 711119wabbey@castles.londonAbout,wabbey@castles.london,58489,https://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Essex-and-Hertfordshire-58489.html,10130
Castles Estate Agents,,"2 Highbridge Street,, 
Waltham Abbey,, 
EN9 1DG",EN9 1DG,01992 711119,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex & Hertfordshire,Rightmove Essex directory,branch_id:264713; profile:https://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Essex-and-Hertfordshire-264713.html; sales:No; lettings:Yes; phones:01992 711119; emails:711119wabbey@castles.londonAbout,711119wabbey@castles.londonAbout,264713,https://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Essex-and-Hertfordshire-264713.html,10130
Central Estate Agents,,"28 The Avenue,, 
London,, 
E4 9LD",E4 9LD,020 3833 2020,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Highams Park & Chingford,Rightmove Essex directory,branch_id:286718; profile:https://www.rightmove.co.uk/estate-agents/agent/Central-Estate-Agents/Highams-Park-and-Chingford-286718.html; sales:Yes; lettings:Yes; phones:020 3833 2020; 020 8520 0077,,286718,https://www.rightmove.co.uk/estate-agents/agent/Central-Estate-Agents/Highams-Park-and-Chingford-286718.html,1992
Centurion Property,,"Suite 4, , 
Osier House, , 
Osier Way, , 
Sible Hedingham, Halstead, , 
Essex, , 
CO9 3FF",CO9 3FF,01376 319256,https://centurion-property.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Sible Hedingham,Rightmove Essex directory,branch_id:7930; profile:https://www.rightmove.co.uk/estate-agents/agent/Centurion-Property/Sible-Hedingham-7930.html; sales:Yes; lettings:No; phones:01376 319256; emails:braintree@centurion-property.co.uk,braintree@centurion-property.co.uk,7930,https://www.rightmove.co.uk/estate-agents/agent/Centurion-Property/Sible-Hedingham-7930.html,2693
Centurion Property Braintree,,"Suite 4, , 
Osier House, , 
Osier Way, , 
Sible Hedingham, Halstead, , 
Essex, , 
CO9 3FF",CO9 3FF,01376 312586,https://centurion-property.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Sible Hedingham,Rightmove Essex directory,branch_id:41429; profile:https://www.rightmove.co.uk/estate-agents/agent/Centurion-Property-Braintree/Sible-Hedingham-41429.html; sales:No; lettings:Yes; phones:01376 312586; emails:braintree@centurion-property.co.uk,braintree@centurion-property.co.uk,41429,https://www.rightmove.co.uk/estate-agents/agent/Centurion-Property-Braintree/Sible-Hedingham-41429.html,2693
Century 21 Goodmayes,,"102 Goodmayes Road,, 
Ilford,, 
IG3 9UZ",IG3 9UZ,020 4572 0808,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:279887; profile:https://www.rightmove.co.uk/estate-agents/agent/Century-21-Goodmayes/Ilford-279887.html; sales:Yes; lettings:Yes; phones:020 4572 0808; 020 4572 1702,,279887,https://www.rightmove.co.uk/estate-agents/agent/Century-21-Goodmayes/Ilford-279887.html,89570
Ceres Property LLP,,"Unit 1 , 
Whitbreads Business Centre, , 
Little Waltham,, 
CM3 3FE",CM3 3FE,01245 823565,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:288353; profile:https://www.rightmove.co.uk/estate-agents/agent/Ceres-Property-LLP/Chelmsford-288353.html; sales:Yes; lettings:Yes; phones:01245 823565; 01245 823704,,288353,https://www.rightmove.co.uk/estate-agents/agent/Ceres-Property-LLP/Chelmsford-288353.html,89048
Ceres Property LLP,,"Ceres Property, , 
Council Offices, , 
London Road, , 
Saffron Walden, , 
CB11 4ER",CB11 4ER,01223 658503,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Saffron Walden,Rightmove Essex directory,branch_id:278693; profile:https://www.rightmove.co.uk/estate-agents/agent/Ceres-Property-LLP/Saffron-Walden-278693.html; sales:Yes; lettings:Yes; phones:01223 658503; 01223 679971,,278693,https://www.rightmove.co.uk/estate-agents/agent/Ceres-Property-LLP/Saffron-Walden-278693.html,89048
Chalk Street Estates,,"63-65 Station Lane, , 
Hornchurch,, 
Greater London,, 
RM12 6JU",RM12 6JU,01708 203145,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Havering,Rightmove Essex directory,branch_id:168170; profile:https://www.rightmove.co.uk/estate-agents/agent/Chalk-Street-Estates/Havering-168170.html; sales:Yes; lettings:Yes; phones:01708 202821; 01708 203145,,168170,https://www.rightmove.co.uk/estate-agents/agent/Chalk-Street-Estates/Havering-168170.html,52934
Chalk Street Estates,,"63-65 Station Lane,, 
Hornchurch,, 
Greater London,, 
RM12 6JU",RM12 6JU,01708 985498,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Havering- Commercial,Rightmove Essex directory,branch_id:179390; profile:https://www.rightmove.co.uk/estate-agents/agent/Chalk-Street-Estates/Havering--Commercial-179390.html; sales:Yes; lettings:Yes; phones:01708 961000; 01708 985498,,179390,https://www.rightmove.co.uk/estate-agents/agent/Chalk-Street-Estates/Havering--Commercial-179390.html,52934
Chalmers Agency,,"38 High Street,, 
Stock,, 
CM4 9BW",CM4 9BW,01277 674509,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Stock,Rightmove Essex directory,branch_id:10688; profile:https://www.rightmove.co.uk/estate-agents/agent/Chalmers-Agency/Stock-10688.html; sales:Yes; lettings:No; phones:01277 674509,,10688,https://www.rightmove.co.uk/estate-agents/agent/Chalmers-Agency/Stock-10688.html,3778
Chamberlain Phillips,,"Dairy Barn Mews,, 
Lawford,, 
Manningtree,, 
CO11 2BZ",CO11 2BZ,01206 586162,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Manningtree,Rightmove Essex directory,branch_id:233561; profile:https://www.rightmove.co.uk/estate-agents/agent/Chamberlain-Phillips/Manningtree-233561.html; sales:Yes; lettings:Yes; phones:01206 586162; 01206 636432,,233561,https://www.rightmove.co.uk/estate-agents/agent/Chamberlain-Phillips/Manningtree-233561.html,71381
Chandler & Martin,,"26a Rectory Road,, 
Orsett,, 
RM16 3LB",RM16 3LB,01375 891007,https://www.chandlerandmartin.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Orsett,Rightmove Essex directory,branch_id:11085; profile:https://www.rightmove.co.uk/estate-agents/agent/Chandler-and-Martin/Orsett-11085.html; sales:Yes; lettings:Yes; phones:01375 891007,,11085,https://www.rightmove.co.uk/estate-agents/agent/Chandler-and-Martin/Orsett-11085.html,3982
Charles David Casson,,"Imperial House, 
Victoria Road, 
Chelmsford, 
CM1 1NY",CM1 1NY,01245 945177,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:57450; profile:https://www.rightmove.co.uk/estate-agents/agent/Charles-David-Casson/Chelmsford-57450.html; sales:Yes; lettings:Yes; phones:01245 945177; 01245 967213,,57450,https://www.rightmove.co.uk/estate-agents/agent/Charles-David-Casson/Chelmsford-57450.html,23443
Charles Stratton,,"192 Main Road, Gidea Park, RM2 5HA",RM2 5HA,01708 989875,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Gidea Park,Rightmove Essex directory,branch_id:220010; profile:https://www.rightmove.co.uk/estate-agents/agent/Charles-Stratton/Gidea-Park-220010.html; sales:Yes; lettings:No; phones:01708 989875,,220010,https://www.rightmove.co.uk/estate-agents/agent/Charles-Stratton/Gidea-Park-220010.html,42079
Charles Stratton,,"192, 
Main Road, 
Gidea Park, 
Romford, 
RM2 5HA",RM2 5HA,01708 961617,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Romford - Lettings,Rightmove Essex directory,branch_id:116242; profile:https://www.rightmove.co.uk/estate-agents/agent/Charles-Stratton/Romford---Lettings-116242.html; sales:No; lettings:Yes; phones:01708 961617,,116242,https://www.rightmove.co.uk/estate-agents/agent/Charles-Stratton/Romford---Lettings-116242.html,42079
Charlesons,,"357 , 
Eastern Avenue, 
Ilford, 
IG2 6NE",IG2 6NE,020 3909 4057,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Gants Hill,Rightmove Essex directory,branch_id:40074; profile:https://www.rightmove.co.uk/estate-agents/agent/Charlesons/Gants-Hill-40074.html; sales:Yes; lettings:Yes; phones:020 3835 4169; 020 3909 4057,,40074,https://www.rightmove.co.uk/estate-agents/agent/Charlesons/Gants-Hill-40074.html,58085
Cheffins Residential,,"8 Hill Street,, 
Saffron Walden,, 
CB10 1JD",CB10 1JD,01799 611007,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Saffron Walden,Rightmove Essex directory,branch_id:196742; profile:https://www.rightmove.co.uk/estate-agents/agent/Cheffins-Residential/Saffron-Walden-196742.html; sales:No; lettings:Yes; phones:01799 611007,,196742,https://www.rightmove.co.uk/estate-agents/agent/Cheffins-Residential/Saffron-Walden-196742.html,2282
Cheffins Residential,,"8 Hill Street,, 
Saffron Walden,, 
CB10 1JD",CB10 1JD,01799 619642,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Saffron Walden,Rightmove Essex directory,branch_id:9528; profile:https://www.rightmove.co.uk/estate-agents/agent/Cheffins-Residential/Saffron-Walden-9528.html; sales:Yes; lettings:No; phones:01799 619642,,9528,https://www.rightmove.co.uk/estate-agents/agent/Cheffins-Residential/Saffron-Walden-9528.html,2282
Chesters Estates,,"32 Orsett Road,, 
Grays,, 
RM17 5EB",RM17 5EB,01375 803682,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Grays,Rightmove Essex directory,branch_id:10964; profile:https://www.rightmove.co.uk/estate-agents/agent/Chesters-Estates/Grays-10964.html; sales:Yes; lettings:Yes; phones:01375 803682; 01375 803687,,10964,https://www.rightmove.co.uk/estate-agents/agent/Chesters-Estates/Grays-10964.html,3915
Chewton Rose,,"156 - 158 High Street,, 
Colchester,, 
CO1 1PG",CO1 1PG,01206 586106,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:29865; profile:https://www.rightmove.co.uk/estate-agents/agent/Chewton-Rose/Colchester-29865.html; sales:Yes; lettings:No; phones:01206 586106,,29865,https://www.rightmove.co.uk/estate-agents/agent/Chewton-Rose/Colchester-29865.html,4132
Chiddicks Homes,,"662-664 Southchurch Road, 
Southend-On-Sea, 
SS1 2PS",SS1 2PS,01702 690007,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend-on-Sea,Rightmove Essex directory,branch_id:223349; profile:https://www.rightmove.co.uk/estate-agents/agent/Chiddicks-Homes/Southend-on-Sea-223349.html; sales:Yes; lettings:Yes; phones:01702 690007,,223349,https://www.rightmove.co.uk/estate-agents/agent/Chiddicks-Homes/Southend-on-Sea-223349.html,67922
Chissick Estates,,"186 Manor Road,, 
Chigwell,, 
IG7 5PZ",IG7 5PZ,020 3889 9032,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chigwell,Rightmove Essex directory,branch_id:124906; profile:https://www.rightmove.co.uk/estate-agents/agent/Chissick-Estates/Chigwell-124906.html; sales:Yes; lettings:No; phones:020 3889 9032,,124906,https://www.rightmove.co.uk/estate-agents/agent/Chissick-Estates/Chigwell-124906.html,21259
Chissick Estates,,"186 Manor Road,, 
Chigwell,, 
IG7 5PZ",IG7 5PZ,020 3834 8688,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chigwell - Lettings,Rightmove Essex directory,branch_id:223832; profile:https://www.rightmove.co.uk/estate-agents/agent/Chissick-Estates/Chigwell---Lettings-223832.html; sales:No; lettings:Yes; phones:020 3834 8688,,223832,https://www.rightmove.co.uk/estate-agents/agent/Chissick-Estates/Chigwell---Lettings-223832.html,21259
Christopher Anthony Estates,,Covering Essex and Surrounding,,01787 320722,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:294485; profile:https://www.rightmove.co.uk/estate-agents/agent/Christopher-Anthony-Estates/Essex-294485.html; sales:Yes; lettings:No; phones:01787 320722,,294485,https://www.rightmove.co.uk/estate-agents/agent/Christopher-Anthony-Estates/Essex-294485.html,96380
Church & Hawes,,"156 Station Road,, 
Burnham-On-Crouch,, 
CM0 8HJ",CM0 8HJ,01621 738570,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Burnham on Crouch,Rightmove Essex directory,branch_id:7881; profile:https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Burnham-on-Crouch-7881.html; sales:Yes; lettings:Yes; phones:01621 731475; 01621 738570,,7881,https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Burnham-on-Crouch-7881.html,2120
Church & Hawes,,"58 Main Road, 
Danbury, 
CM3 4NG",CM3 4NG,01245 945834,https://churchandhawes.com,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Danbury,Rightmove Essex directory,branch_id:6604; profile:https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Danbury-6604.html; sales:Yes; lettings:Yes; phones:01245 945834; 01245 945843,,6604,https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Danbury-6604.html,2120
