branch_id,company_name,branch_display_name,branch_town,postcode,phone,phones_found,website,emails_found,sales,lettings,profile_url,rightmove_company_id,registered_office_address
46794,Bond Residential,"Bond Residential, Chelmsford",Chelmsford,CM2 0PD,01245 945696,01245 945696; 01245 945706,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Bond-Residential/Chelmsford-46794.html,14325,"78 New London Road, 
Chelmsford, 
CM2 0PD"
76575,Bond Residential,"Bond Residential, Danbury",Danbury,CM3 4QQ,01245 945746,01245 945746,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Bond-Residential/Danbury-76575.html,14325,"10 Maldon Road,, 
Danbury,, 
CM3 4QQ"
9296,Bonds Of Essex,"Bonds Of Essex, Clacton-on-Sea",Clacton-on-Sea,CO15 1SD,01255 442168,01255 442168,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Bonds-Of-Essex/Clacton-on-Sea-9296.html,3175,"71 Station Road,, 
Clacton-On-Sea,, 
CO15 1SD"
87150,Borno Chemists,"Borno Chemists, Essex",Essex,CM8 1BA,01372 236090,01372 236090; 01376 297217,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Borno-Chemists/Essex-87150.html,28596,"120 Newland Street,, 
Witham,, 
CM8 1BA"
246164,Bowden Bradley,"Bowden Bradley, Hainault",Hainault,IG6 3HX,020 3907 7766,020 3907 7766; 020 8016 2188,https://customers.NET,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Bowden-Bradley/Hainault-246164.html,75779,"Bansal House,, 
Bracken Industrial Estate,, 
Forest Road,, 
Ilford,, 
IG6 3HX"
6506,Boydens,"Boydens, Colchester",Colchester,CO3 3EY,01206 586167,01206 586167; 01206 586168,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Boydens/Colchester-6506.html,2090,"Aston House, , 
57-59 Crouch Street, 
Colchester, 
CO3 3EY"
6508,Boydens,"Boydens, Frinton-on-Sea",Frinton-on-Sea,CO13 9PP,01259 235945,01259 235945; 01259 235947,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Boydens/Frinton-on-Sea-6508.html,2090,"Gordon Suckling House, , 
73 Connaught Avenue, 
Frinton-On-Sea, 
CO13 9PP"
6509,Boydens,"Boydens, Kelvedon",Kelvedon,CO5 9AA,01376 315817,01376 315817; 01376 315818,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Boydens/Kelvedon-6509.html,2090,"121 High Street, 
Kelvedon, 
CO5 9AA"
274622,Branch Associates,"Branch Associates, Essex",Essex,RM20 3LH,01708 932086,01708 932086; 01708 989870,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Branch-Associates/Essex-274622.html,86972,"London Road,, 
West Thurrock,, 
Grays,, 
RM20 3LH"
248564,Brand Portfolios,"Brand Portfolios, Hadleigh",Hadleigh,SS7 2RD,020 4538 0573,020 4538 0573; 020 4538 2616,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Brand-Portfolios/Hadleigh-248564.html,1774,"221 London Road,, 
Hadleigh,, 
Benfleet,, 
SS7 2RD"
110206,Branocs Estates LTD,"Branocs Estates LTD, Braintree",Braintree,CM7 1ER,01376 313171,01376 311450; 01376 313171,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Branocs-Estates-LTD/Braintree-110206.html,39781,"Phoenix House, , 
5 New Street, , 
Braintree, , 
Essex, , 
CM7 1ER"
262301,Breens,"Breens, Highams Park & Chingford",Highams Park & Chingford,E4 9LG,020 8106 0792,020 8036 3879; 020 8106 0792,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Breens/Highams-Park-and-Chingford-262301.html,81620,"2 The Broadway,, 
London,, 
E4 9LG"
6489,Brian Thomas Estate Agents,"Brian Thomas Estate Agents, Chadwell Heath",Chadwell Heath,RM6 4AH,020 3834 8651,020 3834 8651; 020 3909 7886,https://brianthomasestates.com,info@brianthomasestates.com,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Brian-Thomas-Estate-Agents/Chadwell-Heath-6489.html,2079,"1124 High Road, 
Chadwell Heath, 
Romford, 
RM6 4AH"
54989,Brian Thomas Estate Agents,"Brian Thomas Estate Agents, Seven Kings",Seven Kings,IG3 9JX,020 3835 6491,020 3835 2582; 020 3835 6491,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Brian-Thomas-Estate-Agents/Seven-Kings-54989.html,21515,"412 Green Lane,, 
Ilford,, 
IG3 9JX"
244235,Bricks Estate Agents,"Bricks Estate Agents, Buckhurst Hill",Buckhurst Hill,IG9 5BD,020 3634 9998,020 3634 9998,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Bricks-Estate-Agents/Buckhurst-Hill-244235.html,75215,"186 Queens Road,, 
Buckhurst Hill,, 
IG9 5BD"
82863,Broadhill,"Broadhill, Central and East London",Central and East London,IG4 5NX,020 4572 1510,020 4538 4800; 020 4572 1510,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Broadhill/Central-and-East-London-82863.html,26763,"2 Roding Lane South,, 
Ilford,, 
IG4 5NX"
181742,Brookings,"Brookings, Romford",Romford,RM1 2AT,020 3834 8033,020 3834 8033; 020 3840 3543,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Brookings/Romford-181742.html,55925,"12 Brooke Estate,, 
Lyon Road,, 
Romford,, 
RM1 2AT"
53943,Brown & Brand,"Brown & Brand, Commercial",Commercial,SS7 2RD,01702 967317,01702 967317,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Commercial-53943.html,1774,"221 London Road,, 
Hadleigh,, 
Benfleet,, 
SS7 2RD"
5650,Brown & Brand,"Brown & Brand, Hadleigh",Hadleigh,SS7 2RD,01702 967620,01702 967620,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Hadleigh-5650.html,1774,"221 London Road,, 
Hadleigh,, 
Benfleet,, 
SS7 2RD"
237359,Brown & Brand,"Brown & Brand, Hadleigh",Hadleigh,SS7 2RD,01702 967296,01702 967296,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Brown-and-Brand/Hadleigh-237359.html,1774,"221 London Road,, 
Hadleigh,, 
Benfleet,, 
SS7 2RD"
218582,Bruff Cooper,"Bruff Cooper, Frinton-on-Sea",Frinton-on-Sea,CO13 9PS,01255 442187,01255 442187; 01259 235969,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Bruff-Cooper/Frinton-on-Sea-218582.html,66410,"115 Connaught Avenue,, 
Frinton-On-Sea,, 
CO13 9PS"
261284,Bungalow Homes,"Bungalow Homes, Mayfair",Mayfair,,020 7299 1833,020 7299 1833,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Bungalow-Homes/Mayfair-261284.html,81143,"1G , 
Fourth Avenue, , 
Romford, , 
RM7 OUA"
212132,Burnham Residential,"Burnham Residential, Covering Burnham-On-Crouch",Covering Burnham-On-Crouch,,01621 738314,01621 738314,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Burnham-Residential/Covering-Burnham-On-Crouch-212132.html,64697,Burnham-On-Crouch
251576,Butler & Stag,"Butler & Stag, Buckhurst Hill & Chingford",Buckhurst Hill & Chingford,IG9 5BD,020 8629 1212,020 8629 1212; 020 8629 1598,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag/Buckhurst-Hill-and-Chingford-251576.html,30205,"184,, 
Queens Road,, 
Buckhurst Hill,, 
IG9 5BD"
174029,Butler & Stag,"Butler & Stag, Theydon Bois",Theydon Bois,CM16 7EY,020 3897 2972,020 3897 2972; 020 8103 0372,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag/Theydon-Bois-174029.html,30205,"4 Forest Drive,, 
Theydon Bois,, 
CM16 7EY"
292106,Butler & Stag Commercial,"Butler & Stag Commercial, London & Home Counties",London & Home Counties,IG10 2QZ,020 4572 6838,020 4572 6838; 020 4572 7828,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag-Commercial/London-and-Home-Counties-292106.html,95426,"Unit 6 Buckingham Court, Rectory Lane,, 
Loughton,, 
IG10 2QZ"
235817,"Butler & Stag, Land & New Homes","Butler & Stag, Land & New Homes, London & Home Counties",London & Home Counties,IG10 2QZ,020 3909 6501,020 3909 6501; 020 3931 7022,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag-Land-and-New-Homes/London-and-Home-Counties-235817.html,30205,"Unit 6, , 
Buckingham Court, Rectory Lane, , 
Loughton, , 
IG10 2QZ"
301931,CDC Property Management,"CDC Property Management, Ilford",Ilford,IG2 6JZ,020 4572 9748,020 4572 9748; 020 4634 6957,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/CDC-Property-Management/Ilford-301931.html,99821,"595A Cranbrook Road,, 
Ilford,, 
IG2 6JZ"
253085,CHRISTIAN ROSE CLOTHING LIMITED,"CHRISTIAN ROSE CLOTHING LIMITED, Hutton",Hutton,CM13 1TN,,,,,No,No,https://www.rightmove.co.uk/estate-agents/agent/CHRISTIAN-ROSE-CLOTHING-LIMITED/Hutton-253085.html,78137,"Unit 4 Kestrel Park,, 
Tallon Road,, 
Hutton,, 
Brentwood,, 
CM13 1TN"
63492,CM Rent - Lettings,"CM Rent - Lettings, Chelmsford",Chelmsford,CM1 1HS,01245 945783,01245 945783,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/CM-Rent---Lettings/Chelmsford-63492.html,1500,"23 Duke Street,, 
Chelmsford,, 
CM1 1HS"
63495,CM Rent - Lettings,"CM Rent - Lettings, Witham",Witham,CM8 2AR,01376 315802,01376 315802,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/CM-Rent---Lettings/Witham-63495.html,1500,"40 Newland Street,, 
Witham,, 
CM8 2AR"
222737,CNR Assests Ltd,"CNR Assests Ltd, London",London,IG1 4BH,020 3909 7820,020 3909 7820,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/CNR-Assests-Ltd/London-222737.html,67652,"139 Ley Street,, 
Ilford,, 
IG1 4BH"
87330,CREATE Business Hub,"CREATE Business Hub, Chelmsford",Chelmsford,CM1 1NH,01277 674684,01277 674039; 01277 674684,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/CREATE-Business-Hub/Chelmsford-87330.html,28662,"Steeple House , 
Church Lane,, 
Chelmsford,, 
CM1 1NH"
300071,CWP Management Services LTD,"CWP Management Services LTD, Romford",Romford,RM1 3NH,01702 967242,01702 967242,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/CWP-Management-Services-LTD/Romford-300071.html,99023,"27-43 Eastern Road,, 
Romford,, 
RM1 3NH"
176741,Caplen Estates,"Caplen Estates, Buckhurst Hill",Buckhurst Hill,IG9 5BY,020 7665 5580,020 7665 5580; 020 7665 5581,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Caplen-Estates/Buckhurst-Hill-176741.html,33113,"12 Queens Road,, 
Buckhurst Hill, Essex, , 
IG9 5BY,"
59646,Carter & Willow,"Carter & Willow, Dagenham",Dagenham,RM9 4NU,020 3897 8474,020 3840 3516; 020 3897 8474,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Carter-and-Willow/Dagenham-59646.html,18921,"482 Gale Street,, 
Dagenham,, 
RM9 4NU"
243275,Carter Remy,"Carter Remy, Basildon",Basildon,SS14 3BB,01268 983029,01268 261814; 01268 983029,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Carter-Remy/Basildon-243275.html,74840,"Cornwallis House Howard Chase,, 
Basildon,, 
SS14 3BB"
107405,Castle Estate Agents,"Castle Estate Agents, Leigh-On-Sea",Leigh-On-Sea,SS9 2BU,01702 967811,01702 477754; 01702 967811,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Castle-Estate-Agents/Leigh-On-Sea-107405.html,40625,"91 Broadway West,, 
Leigh-On-Sea,, 
SS9 2BU"
58489,Castles Estate Agents,"Castles Estate Agents, Essex & Hertfordshire",Essex & Hertfordshire,EN9 1DG,01992 929896,01992 929896,,wabbey@castles.london; 711119wabbey@castles.londonAbout,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Essex-and-Hertfordshire-58489.html,10130,"2-4 Highbridge Street,, 
Waltham Abbey,, 
EN9 1DG"
264713,Castles Estate Agents,"Castles Estate Agents, Essex & Hertfordshire",Essex & Hertfordshire,EN9 1DG,01992 711119,01992 711119,,711119wabbey@castles.londonAbout,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Essex-and-Hertfordshire-264713.html,10130,"2 Highbridge Street,, 
Waltham Abbey,, 
EN9 1DG"
286718,Central Estate Agents,"Central Estate Agents, Highams Park & Chingford",Highams Park & Chingford,E4 9LD,020 3833 2020,020 3833 2020; 020 8520 0077,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Central-Estate-Agents/Highams-Park-and-Chingford-286718.html,1992,"28 The Avenue,, 
London,, 
E4 9LD"
7930,Centurion Property,"Centurion Property, Sible Hedingham",Sible Hedingham,CO9 3FF,01376 319256,01376 319256,https://centurion-property.co.uk,braintree@centurion-property.co.uk,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Centurion-Property/Sible-Hedingham-7930.html,2693,"Suite 4, , 
Osier House, , 
Osier Way, , 
Sible Hedingham, Halstead, , 
Essex, , 
CO9 3FF"
41429,Centurion Property Braintree,"Centurion Property Braintree, Sible Hedingham",Sible Hedingham,CO9 3FF,01376 312586,01376 312586,https://centurion-property.co.uk,braintree@centurion-property.co.uk,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Centurion-Property-Braintree/Sible-Hedingham-41429.html,2693,"Suite 4, , 
Osier House, , 
Osier Way, , 
Sible Hedingham, Halstead, , 
Essex, , 
CO9 3FF"
279887,Century 21 Goodmayes,"Century 21 Goodmayes, Ilford",Ilford,IG3 9UZ,020 4572 0808,020 4572 0808; 020 4572 1702,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Century-21-Goodmayes/Ilford-279887.html,89570,"102 Goodmayes Road,, 
Ilford,, 
IG3 9UZ"
288353,Ceres Property LLP,"Ceres Property LLP, Chelmsford",Chelmsford,CM3 3FE,01245 823565,01245 823565; 01245 823704,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Ceres-Property-LLP/Chelmsford-288353.html,89048,"Unit 1 , 
Whitbreads Business Centre, , 
Little Waltham,, 
CM3 3FE"
278693,Ceres Property LLP,"Ceres Property LLP, Saffron Walden",Saffron Walden,CB11 4ER,01223 658503,01223 658503; 01223 679971,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Ceres-Property-LLP/Saffron-Walden-278693.html,89048,"Ceres Property, , 
Council Offices, , 
London Road, , 
Saffron Walden, , 
CB11 4ER"
168170,Chalk Street Estates,"Chalk Street Estates, Havering",Havering,RM12 6JU,01708 203145,01708 202821; 01708 203145,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Chalk-Street-Estates/Havering-168170.html,52934,"63-65 Station Lane, , 
Hornchurch,, 
Greater London,, 
RM12 6JU"
179390,Chalk Street Estates,"Chalk Street Estates, Havering- Commercial",Havering- Commercial,RM12 6JU,01708 985498,01708 961000; 01708 985498,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Chalk-Street-Estates/Havering--Commercial-179390.html,52934,"63-65 Station Lane,, 
Hornchurch,, 
Greater London,, 
RM12 6JU"
10688,Chalmers Agency,"Chalmers Agency, Stock",Stock,CM4 9BW,01277 674509,01277 674509,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Chalmers-Agency/Stock-10688.html,3778,"38 High Street,, 
Stock,, 
CM4 9BW"
233561,Chamberlain Phillips,"Chamberlain Phillips, Manningtree",Manningtree,CO11 2BZ,01206 586162,01206 586162; 01206 636432,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Chamberlain-Phillips/Manningtree-233561.html,71381,"Dairy Barn Mews,, 
Lawford,, 
Manningtree,, 
CO11 2BZ"
11085,Chandler & Martin,"Chandler & Martin, Orsett",Orsett,RM16 3LB,01375 891007,01375 891007,https://www.chandlerandmartin.co.uk,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Chandler-and-Martin/Orsett-11085.html,3982,"26a Rectory Road,, 
Orsett,, 
RM16 3LB"
57450,Charles David Casson,"Charles David Casson, Chelmsford",Chelmsford,CM1 1NY,01245 945177,01245 945177; 01245 967213,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Charles-David-Casson/Chelmsford-57450.html,23443,"Imperial House, 
Victoria Road, 
Chelmsford, 
CM1 1NY"
220010,Charles Stratton,"Charles Stratton, Gidea Park",Gidea Park,RM2 5HA,01708 989875,01708 989875,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Charles-Stratton/Gidea-Park-220010.html,42079,"192 Main Road, Gidea Park, RM2 5HA"
116242,Charles Stratton,"Charles Stratton, Romford - Lettings",Romford - Lettings,RM2 5HA,01708 961617,01708 961617,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Charles-Stratton/Romford---Lettings-116242.html,42079,"192, 
Main Road, 
Gidea Park, 
Romford, 
RM2 5HA"
40074,Charlesons,"Charlesons, Gants Hill",Gants Hill,IG2 6NE,020 3909 4057,020 3835 4169; 020 3909 4057,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Charlesons/Gants-Hill-40074.html,58085,"357 , 
Eastern Avenue, 
Ilford, 
IG2 6NE"
196742,Cheffins Residential,"Cheffins Residential, Saffron Walden",Saffron Walden,CB10 1JD,01799 611007,01799 611007,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Cheffins-Residential/Saffron-Walden-196742.html,2282,"8 Hill Street,, 
Saffron Walden,, 
CB10 1JD"
9528,Cheffins Residential,"Cheffins Residential, Saffron Walden",Saffron Walden,CB10 1JD,01799 619642,01799 619642,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Cheffins-Residential/Saffron-Walden-9528.html,2282,"8 Hill Street,, 
Saffron Walden,, 
CB10 1JD"
10964,Chesters Estates,"Chesters Estates, Grays",Grays,RM17 5EB,01375 803682,01375 803682; 01375 803687,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Chesters-Estates/Grays-10964.html,3915,"32 Orsett Road,, 
Grays,, 
RM17 5EB"
29865,Chewton Rose,"Chewton Rose, Colchester",Colchester,CO1 1PG,01206 586106,01206 586106,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Chewton-Rose/Colchester-29865.html,4132,"156 - 158 High Street,, 
Colchester,, 
CO1 1PG"
223349,Chiddicks Homes,"Chiddicks Homes, Southend-on-Sea",Southend-on-Sea,SS1 2PS,01702 690007,01702 690007,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Chiddicks-Homes/Southend-on-Sea-223349.html,67922,"662-664 Southchurch Road, 
Southend-On-Sea, 
SS1 2PS"
124906,Chissick Estates,"Chissick Estates, Chigwell",Chigwell,IG7 5PZ,020 3889 9032,020 3889 9032,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Chissick-Estates/Chigwell-124906.html,21259,"186 Manor Road,, 
Chigwell,, 
IG7 5PZ"
223832,Chissick Estates,"Chissick Estates, Chigwell - Lettings",Chigwell - Lettings,IG7 5PZ,020 3834 8688,020 3834 8688,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Chissick-Estates/Chigwell---Lettings-223832.html,21259,"186 Manor Road,, 
Chigwell,, 
IG7 5PZ"
294485,Christopher Anthony Estates,"Christopher Anthony Estates, Essex",Essex,,01787 320722,01787 320722,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Christopher-Anthony-Estates/Essex-294485.html,96380,Covering Essex and Surrounding
7881,Church & Hawes,"Church & Hawes, Burnham on Crouch",Burnham on Crouch,CM0 8HJ,01621 738570,01621 731475; 01621 738570,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Burnham-on-Crouch-7881.html,2120,"156 Station Road,, 
Burnham-On-Crouch,, 
CM0 8HJ"
6604,Church & Hawes,"Church & Hawes, Danbury",Danbury,CM3 4NG,01245 945834,01245 945834; 01245 945843,https://churchandhawes.com,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Danbury-6604.html,2120,"58 Main Road, 
Danbury, 
CM3 4NG"
7879,Church & Hawes,"Church & Hawes, Maldon",Maldon,CM9 5PJ,01621 738587,01621 738587; 01621 738595,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/Maldon-7879.html,2120,"6 High Street,, 
Maldon,, 
CM9 5PJ"
7880,Church & Hawes,"Church & Hawes, South Woodham Ferrers",South Woodham Ferrers,CM3 5XF,01245 945848,01245 329429; 01245 945848,https://churchandhawes.com,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Church-and-Hawes/South-Woodham-Ferrers-7880.html,2120,"19 Reeves Way,, 
South Woodham Ferrers,, 
CM3 5XF"
10137,Churchill Estates,"Churchill Estates, Buckhurst Hill & Loughton",Buckhurst Hill & Loughton,IG9 5BZ,020 3879 5370,020 3834 8569; 020 3879 5370,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/Buckhurst-Hill-and-Loughton-10137.html,3502,"17 Queens Road,, 
Buckhurst Hill,, 
IG9 5BZ"
10141,Churchill Estates,"Churchill Estates, North Chingford & Sewardstone",North Chingford & Sewardstone,E4 6AG,020 3835 6473,020 3835 6473; 020 3856 4261,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/North-Chingford-and-Sewardstone-10141.html,3502,"157 Station Road,, 
London,, 
E4 6AG"
10142,Churchill Estates,"Churchill Estates, South Chingford & Highams Park",South Chingford & Highams Park,E4 8JL,020 3835 2295,020 3835 2295; 020 3909 3861,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Churchill-Estates/South-Chingford-and-Highams-Park-10142.html,3502,"242 Chingford Mount Road,, 
London,, 
E4 8JL"
142091,Churchwood Stanley,"Churchwood Stanley, Manningtree",Manningtree,CO11 1AW,01206 586129,01206 586129,https://Churchwoodstanley.co.uk,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Churchwood-Stanley/Manningtree-142091.html,2810,"Essex and Suffolk Office, 2 The Lane,, 
Manningtree,, 
CO11 1AW"
291845,Claridges Commercial Property Consultants,"Claridges Commercial Property Consultants, Woodford Green",Woodford Green,IG8 0XR,020 4572 8107,020 4572 8107; 020 4572 9297,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Claridges-Commercial-Property-Consultants/Woodford-Green-291845.html,95288,"Connaught House Broomhill Road,, 
Woodford Green,, 
IG8 0XR"
216248,Clarke Hillyer Limited,"Clarke Hillyer Limited, Loughton",Loughton,IG10 2QZ,020 3909 0348,020 3834 8536; 020 3909 0348,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Clarke-Hillyer-Limited/Loughton-216248.html,65828,"Unit 2, Buckingham Court, Rectory Lane,, 
Loughton,, 
IG10 2QZ"
236735,Clarknewman,"Clarknewman, Old Harlow",Old Harlow,CM17 0AH,01279 976205,01279 400444; 01279 976205,https://situation.Com,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Clarknewman/Old-Harlow-236735.html,72614,"Equity House, 4-6 Market Street, 
Old Harlow, 
Essex, 
CM17 0AH"
84213,Coll & Sons Properties,"Coll & Sons Properties, Covering Southend, Brentwood & London","Covering Southend, Brentwood & London",,01702 967821,01702 655570; 01702 967821,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Coll-and-Sons-Properties/Covering-Southend-Brentwood-and-London-84213.html,27567,London
245048,Colubrid,"Colubrid, Chelmsford",Chelmsford,CM2 6RF,01245 945929,01245 945929; 01245 945930,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Colubrid/Chelmsford-245048.html,15321,"16  Village Square,, 
Chelmer Village,, 
Chelmsford,, 
CM2 6RF"
49614,Colubrid,"Colubrid, Thurrock & Basildon",Thurrock & Basildon,SS17 0HR,01375 803788,01375 360031; 01375 803788,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Colubrid/Thurrock-and-Basildon-49614.html,15321,"17 Kings Parade,, 
King Street,, 
Essex,, 
SS17 0HR"
11201,Compass One Stop Property Shop,"Compass One Stop Property Shop, Dovercourt",Dovercourt,CO12 3AB,01255 442114,01255 442114; 01255 442210,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Compass-One-Stop-Property-Shop/Dovercourt-11201.html,4056,"28 Kingsway,, 
Dovercourt,, 
Harwich,, 
CO12 3AB"
246470,Concord Property Limited,"Concord Property Limited, Mistley",Mistley,CO11 1AL,01206 586118,01206 586118,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Concord-Property-Limited/Mistley-246470.html,21350,"Unit 2 The Quayside Maltings,, 
High Street,, 
Mistley,, 
Manningtree,, 
CO11 1AL"
1695,Connells,"Connells, Billericay",Billericay,CM12 9BT,01277 289508,01277 289508,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Connells/Billericay-1695.html,43,"The Old Police House, , 
96 High Street, , 
Billericay, CM12 9BT"
1689,Connells,"Connells, Braintree",Braintree,CM7 1TX,01376 315800,01376 315800,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Connells/Braintree-1689.html,43,"Great Square, Braintree, Essex, CM7 1TX"
1694,Connells,"Connells, Chelmsford",Chelmsford,CM1 1EH,01245 945312,01245 945312,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Connells/Chelmsford-1694.html,43,"4 Tindal Square, , 
Chelmsford, , 
Essex, CM1 1EH"
1691,Connells,"Connells, Colchester",Colchester,CO1 1DA,01206 586060,01206 586060,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Connells/Colchester-1691.html,43,"3a High Street,, 
Colchester,, 
Essex,, 
CO1 1DA,"
1696,Connells,"Connells, Rayleigh",Rayleigh,SS6 7QA,01268 202594,01268 202594,,,Yes,No,https://www.rightmove.co.uk/estate-agents/agent/Connells/Rayleigh-1696.html,43,"113-115 High Street, , 
Rayleigh, SS6 7QA"
95897,Connells Lettings,"Connells Lettings, Colchester",Colchester,CO1 1DA,01206 586117,01206 586117,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Connells-Lettings/Colchester-95897.html,43,"3a , 
High Street,, 
Colchester,, 
CO1 1DA"
116695,Connells Lettings,"Connells Lettings, Rayleigh",Rayleigh,SS6 7QA,01268 203698,01268 203698,,,No,Yes,https://www.rightmove.co.uk/estate-agents/agent/Connells-Lettings/Rayleigh-116695.html,43,"113/115 High Street,, 
Rayleigh,, 
SS6 7QA"
9302,Connollys,"Connollys, Corringham",Corringham,SS17 7LU,01375 803669,01375 803662; 01375 803669,,,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Connollys/Corringham-9302.html,3181,"5, 
Grover Walk, 
Corringham, 
Essex, 
SS17 7LU"
12253,Cooper Hirst Ltd,"Cooper Hirst Ltd, Chelmsford",Chelmsford,CM2 7PR,01245 945447,01245 945447; 01245 945461,https://cooper-hirst.com,info@cooper-hirst.com; info@cooper-hirst.comCooper,Yes,Yes,https://www.rightmove.co.uk/estate-agents/agent/Cooper-Hirst-Ltd/Chelmsford-12253.html,4365,"Goldlay House, Parkway,, 
Chelmsford,, 
CM2 7PR"
